space_weight_kg,thrust_kN,power_capacity_kWh,engine_class,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Zone,Average_Threat_Angle_Offset,DangerScore,DangerLabel,FuelUsed,fuel_cost,total_cost,CurrentHeading,PredictedHeading,TurnDirection,AdjustedForThreats,AngleDensity,TurnAngle,MomentumBias,ThreatsLeft,ThreatsRight,Reason,TripScore,Evaluation,Comments
1815,63.3,204.8,Plasma-A,3,6.31,0.92,4,0.55,0,5,red,48.9,0.64,Medium,1.818,9.09,9.09,35,353,left,True,0.55,42,left,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.578,Risky,Moderate danger or cost detected
1962,79.9,215.5,Fusion-B,8,7.98,0.43,4,0.22,2,2,yellow,69.5,0.603,Medium,1.879,9.39,9.39,115,144,right,True,0.22,29,right,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.619,Good,Safe with minor inefficiencies
1599,69.3,186.6,Fusion-B,6,5.18,0.56,4,0.4,0,2,green,45.2,0.489,Medium,1.251,6.25,6.25,208,172,left,True,0.4,36,right,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.674,Good,Safe with minor inefficiencies
1509,66.5,275.7,Plasma-A,1,8.26,0.65,4,0.17,2,2,green,46.3,0.252,Low,1.255,6.27,6.27,262,289,right,True,0.17,27,,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.789,Good,Safe with minor inefficiencies
1950,46.4,230.6,Plasma-A,4,6.09,0.88,5,0.15,3,3,red,65.9,0.606,Medium,3.35,16.75,16.75,247,221,left,True,0.15,26,left,3,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.566,Risky,Moderate danger or cost detected
2175,77.6,146.5,Fusion-B,7,7.85,0.31,5,0.26,3,4,green,21.1,0.508,Medium,1.97,9.85,9.85,246,216,left,True,0.26,30,left,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.651,Good,Safe with minor inefficiencies
1664,66.7,222.9,Ion-A,6,8.12,0.45,5,0.92,1,5,red,79.3,0.795,High,1.118,5.59,5.59,117,60,left,True,0.92,57,,1,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.511,Risky,Moderate danger or cost detected
1822,41.6,243.8,Fusion-B,8,1.93,0.97,4,0.63,0,5,yellow,24.6,0.938,High,3.962,19.81,19.81,127,82,left,True,0.63,45,,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.366,Poor,Unsafe or inefficient trip path
1495,69.7,232.6,Fusion-B,5,6.13,0.44,0,0.38,4,1,yellow,52.9,0.418,Medium,1.175,5.88,5.88,160,160,none,False,0.38,0,,4,1,No threats detected,0.786,Good,Safe with minor inefficiencies
1623,75.9,152.5,Plasma-A,4,3.26,0.98,1,0.22,5,5,green,36.5,0.394,Low,1.534,7.67,7.67,255,226,left,True,0.22,29,left,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.717,Good,Safe with minor inefficiencies
1640,72.7,195.2,Plasma-A,3,8.13,0.9,2,0.01,1,1,green,79.4,0.267,Low,1.457,7.29,7.29,127,147,right,True,0.01,20,right,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.79,Good,Safe with minor inefficiencies
1764,57.6,176.8,Ion-A,1,5.63,0.35,0,0.15,0,5,red,14.2,0.224,Low,0.865,4.33,4.33,252,252,none,False,0.15,0,right,0,5,No threats detected,0.876,Excellent,Efficient and low-risk path
1406,64.1,270.7,Plasma-A,0,6.95,0.47,3,0.33,2,4,yellow,10.2,0.273,Low,1.169,5.85,5.85,252,219,left,True,0.33,33,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.771,Good,Safe with minor inefficiencies
1681,67.0,216.6,Fusion-B,2,6.32,0.68,4,0.41,2,3,green,21.9,0.358,Low,1.077,5.38,5.38,295,259,left,True,0.41,36,left,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.734,Good,Safe with minor inefficiencies
1455,45.1,234.8,Plasma-A,6,2.21,0.56,3,0.89,4,0,red,13.2,0.966,High,3.354,16.77,16.77,177,233,right,True,0.89,56,right,4,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.355,Poor,Unsafe or inefficient trip path
2102,46.7,287.6,Ion-A,7,5.65,0.46,0,0.97,5,4,yellow,57.4,0.633,Medium,1.914,9.57,9.57,161,161,none,False,0.97,0,left,5,4,No threats detected,0.67,Good,Safe with minor inefficiencies
1412,75.1,256.5,Plasma-A,3,8.39,0.95,3,0.22,4,0,yellow,54.6,0.427,Medium,1.574,7.87,7.87,185,214,right,True,0.22,29,right,4,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.702,Good,Safe with minor inefficiencies
1665,58.9,217.1,Ion-A,8,2.97,0.47,2,0.14,1,2,yellow,52.4,0.617,Medium,0.952,4.76,4.76,313,287,left,True,0.14,26,,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.657,Good,Safe with minor inefficiencies
1774,70.7,239.7,Ion-A,7,5.6,0.25,3,0.69,1,3,red,83.0,0.715,Medium,0.988,4.94,4.94,190,142,left,True,0.69,48,,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.568,Risky,Moderate danger or cost detected
1810,63.9,151.0,Fusion-B,7,4.4,0.22,1,0.02,4,1,red,47.0,0.551,Medium,1.391,6.96,6.96,351,12,right,True,0.02,21,left,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.677,Good,Safe with minor inefficiencies
1502,76.4,249.5,Plasma-A,4,8.44,0.64,1,0.18,4,3,yellow,81.1,0.35,Low,1.435,7.18,7.18,100,127,right,True,0.18,27,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.743,Good,Safe with minor inefficiencies
2156,64.0,280.4,Ion-A,7,5.78,0.78,0,0.09,1,3,yellow,59.3,0.496,Medium,1.159,5.79,5.79,68,68,none,False,0.09,0,right,1,3,No threats detected,0.755,Good,Safe with minor inefficiencies
1946,76.1,226.3,Plasma-A,5,1.01,0.94,3,0.68,2,2,red,38.8,1.0,High,2.77,13.85,13.85,290,243,left,True,0.68,47,left,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.385,Poor,Unsafe or inefficient trip path
1807,56.8,280.0,Ion-A,2,7.28,0.49,0,0.94,1,2,yellow,43.4,0.397,Low,0.904,4.52,4.52,322,322,none,False,0.94,0,left,1,2,No threats detected,0.805,Excellent,Efficient and low-risk path
1860,70.7,196.1,Plasma-A,5,8.24,0.92,2,0.84,2,2,red,51.9,0.744,Medium,1.924,9.62,9.62,285,339,right,True,0.84,54,,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.505,Risky,Moderate danger or cost detected
1752,45.4,216.3,Ion-A,6,3.09,0.87,0,0.28,2,5,red,78.9,0.621,Medium,1.711,8.55,8.55,101,101,none,False,0.28,0,right,2,5,No threats detected,0.683,Good,Safe with minor inefficiencies
1989,56.3,170.2,Plasma-A,8,7.38,0.81,1,0.58,2,2,yellow,10.6,0.728,Medium,2.25,11.25,11.25,344,27,right,True,0.58,43,right,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.523,Risky,Moderate danger or cost detected
1899,40.3,244.7,Plasma-A,7,7.19,0.38,0,0.36,3,4,yellow,13.9,0.533,Medium,4.652,23.26,23.26,237,237,none,False,0.36,0,left,3,4,No threats detected,0.601,Good,Safe with minor inefficiencies
1571,66.1,180.6,Plasma-A,5,8.69,0.48,3,0.37,5,4,red,24.8,0.621,Medium,1.566,7.83,7.83,207,242,right,True,0.37,35,left,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.611,Good,Safe with minor inefficiencies
1481,67.2,260.8,Ion-A,5,4.72,0.81,1,0.48,2,2,red,33.3,0.659,Medium,0.798,3.99,3.99,149,188,right,True,0.48,39,,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.618,Good,Safe with minor inefficiencies
2019,50.2,189.1,Plasma-A,6,4.1,0.73,2,0.74,3,2,red,76.9,0.745,Medium,2.871,14.36,14.36,300,350,right,True,0.74,50,right,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.476,Risky,Moderate danger or cost detected
1861,66.4,259.7,Fusion-B,2,5.02,0.73,1,0.16,0,1,red,19.3,0.394,Low,1.19,5.95,5.95,120,94,left,True,0.16,26,,0,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.737,Good,Safe with minor inefficiencies
2161,56.0,194.2,Plasma-A,1,5.96,0.73,1,0.71,1,3,green,14.5,0.313,Low,2.055,10.28,10.28,48,0,left,True,0.71,48,left,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.686,Good,Safe with minor inefficiencies
1884,78.6,140.8,Plasma-A,0,1.82,0.23,0,0.93,3,4,green,39.2,0.303,Low,1.893,9.46,9.46,53,53,none,False,0.93,0,,3,4,No threats detected,0.803,Excellent,Efficient and low-risk path
2032,42.6,175.5,Ion-A,1,1.72,0.13,5,0.38,3,2,green,88.6,0.322,Low,1.942,9.71,9.71,126,161,right,True,0.38,35,,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.716,Good,Safe with minor inefficiencies
1853,64.6,223.4,Plasma-A,2,7.4,0.64,1,0.95,4,1,green,73.8,0.335,Low,1.539,7.69,7.69,17,75,right,True,0.95,58,,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.676,Good,Safe with minor inefficiencies
1733,65.6,210.2,Fusion-B,7,2.82,0.69,4,0.8,2,4,yellow,25.7,0.836,High,1.66,8.3,8.3,69,17,left,True,0.8,52,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.484,Risky,Moderate danger or cost detected
1581,41.3,235.9,Plasma-A,7,5.64,0.31,5,0.17,5,5,red,3.2,0.782,High,4.552,22.76,22.76,222,249,right,True,0.17,27,right,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.445,Risky,Moderate danger or cost detected
2055,49.6,140.0,Plasma-A,8,2.42,1.0,2,0.78,2,3,red,31.8,1.0,High,3.756,18.78,18.78,116,65,left,True,0.78,51,left,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.336,Poor,Unsafe or inefficient trip path
1852,55.8,233.8,Fusion-B,5,5.66,0.76,3,0.07,2,1,yellow,8.1,0.527,Medium,1.635,8.18,8.18,5,28,right,True,0.07,23,left,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.673,Good,Safe with minor inefficiencies
1935,51.4,272.8,Ion-A,5,9.24,0.41,2,0.96,3,4,green,24.9,0.483,Medium,1.405,7.03,7.03,352,294,left,True,0.96,58,right,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.622,Good,Safe with minor inefficiencies
2173,64.3,171.1,Fusion-B,4,9.37,0.62,0,0.26,3,2,red,36.6,0.44,Medium,1.667,8.34,8.34,118,118,none,False,0.26,0,left,3,2,No threats detected,0.757,Good,Safe with minor inefficiencies
1961,44.3,151.6,Fusion-B,3,3.65,0.95,3,0.8,4,3,yellow,86.1,0.548,Medium,2.91,14.55,14.55,127,179,right,True,0.8,52,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.549,Risky,Moderate danger or cost detected
2132,75.0,270.1,Plasma-A,6,6.17,0.72,3,0.97,1,2,green,50.7,0.565,Medium,2.372,11.86,11.86,216,157,left,True,0.97,59,left,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.548,Risky,Moderate danger or cost detected
1929,70.8,261.2,Plasma-A,4,9.65,0.51,2,0.46,5,5,red,52.8,0.521,Medium,1.998,9.99,9.99,137,175,right,True,0.46,38,right,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.627,Good,Safe with minor inefficiencies
1592,41.1,158.6,Ion-A,2,1.61,0.67,1,0.99,2,0,red,60.9,0.686,Medium,1.999,10.0,10.0,233,293,right,True,0.99,60,right,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.512,Risky,Moderate danger or cost detected
1863,49.2,190.5,Fusion-B,7,9.6,0.56,1,0.01,2,0,green,74.9,0.355,Low,1.78,8.9,8.9,25,45,right,True,0.01,20,right,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.742,Good,Safe with minor inefficiencies
1422,49.9,154.9,Ion-A,1,7.06,0.84,2,0.08,2,1,red,83.8,0.303,Low,0.92,4.6,4.6,224,247,right,True,0.08,23,left,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.791,Good,Safe with minor inefficiencies
1638,59.1,196.6,Ion-A,2,9.05,0.34,0,0.95,3,1,yellow,61.5,0.357,Low,0.777,3.89,3.89,215,215,none,False,0.95,0,,3,1,No threats detected,0.826,Excellent,Efficient and low-risk path
1910,76.4,219.8,Fusion-B,7,2.8,0.76,5,0.87,0,2,green,18.6,0.722,Medium,1.684,8.42,8.42,74,19,left,True,0.87,55,left,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.522,Risky,Moderate danger or cost detected
1672,48.1,180.0,Fusion-B,1,6.57,0.24,4,0.11,3,1,green,82.8,0.189,Low,1.686,8.43,8.43,128,152,right,True,0.11,24,right,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.804,Excellent,Efficient and low-risk path
1412,67.0,246.1,Ion-A,3,6.52,0.79,3,0.54,3,1,red,3.8,0.636,Medium,0.76,3.8,3.8,17,59,right,True,0.54,42,left,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.622,Good,Safe with minor inefficiencies
1871,59.3,239.3,Plasma-A,1,5.43,0.99,4,0.9,5,1,yellow,78.2,0.495,Medium,1.97,9.85,9.85,199,255,right,True,0.9,56,,5,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.599,Risky,Moderate danger or cost detected
1730,59.6,297.5,Ion-A,0,9.24,0.35,5,0.22,4,4,green,51.9,0.206,Low,0.813,4.06,4.06,129,158,right,True,0.22,29,right,4,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.821,Excellent,Efficient and low-risk path
2053,42.2,267.9,Fusion-B,3,5.3,0.59,2,0.5,0,5,green,35.4,0.355,Low,2.871,14.36,14.36,57,17,left,True,0.5,40,left,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.654,Good,Safe with minor inefficiencies
2048,67.5,168.0,Fusion-B,5,9.79,0.73,0,0.46,1,2,red,62.0,0.538,Medium,1.579,7.89,7.89,61,61,none,False,0.46,0,right,1,2,No threats detected,0.722,Good,Safe with minor inefficiencies
1648,40.5,173.7,Ion-A,0,6.23,0.39,4,0.61,5,3,red,23.4,0.418,Medium,2.147,10.73,10.73,305,349,right,True,0.61,44,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.649,Good,Safe with minor inefficiencies
1780,61.9,177.9,Ion-A,3,5.24,0.65,1,0.37,3,0,red,44.9,0.468,Medium,0.971,4.85,4.85,316,351,right,True,0.37,35,,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.696,Good,Safe with minor inefficiencies
2177,48.4,252.1,Plasma-A,0,4.35,0.87,0,0.28,2,5,green,16.2,0.204,Low,2.811,14.05,14.05,359,359,none,False,0.28,0,right,2,5,No threats detected,0.806,Excellent,Efficient and low-risk path
1509,45.2,232.1,Ion-A,7,3.06,0.19,1,0.27,2,4,red,21.2,0.674,Medium,1.49,7.45,7.45,177,146,left,True,0.27,31,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.602,Good,Safe with minor inefficiencies
2150,57.3,200.9,Ion-A,0,2.31,0.96,5,0.15,3,2,red,72.5,0.475,Medium,1.275,6.38,6.38,68,94,right,True,0.15,26,,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.701,Good,Safe with minor inefficiencies
1440,47.1,219.9,Fusion-B,7,9.96,0.86,4,0.52,2,4,red,64.9,0.806,High,2.292,11.46,11.46,250,209,left,True,0.52,41,left,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.495,Risky,Moderate danger or cost detected
1980,71.4,188.0,Ion-A,8,6.06,0.61,2,0.4,2,5,yellow,62.1,0.629,Medium,1.113,5.56,5.56,140,104,left,True,0.4,36,right,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.624,Good,Safe with minor inefficiencies
1967,42.4,270.2,Ion-A,1,5.29,0.67,4,0.45,1,3,yellow,30.1,0.407,Medium,2.283,11.41,11.41,134,96,left,True,0.45,38,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.661,Good,Safe with minor inefficiencies
1775,54.4,229.7,Fusion-B,0,9.39,0.33,5,0.02,4,3,red,10.9,0.277,Low,1.367,6.83,6.83,94,115,right,True,0.02,21,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.788,Good,Safe with minor inefficiencies
2034,74.7,294.1,Fusion-B,3,2.79,0.62,2,0.65,5,0,red,15.7,0.657,Medium,1.731,8.66,8.66,275,321,right,True,0.65,46,right,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.566,Risky,Moderate danger or cost detected
1594,71.2,196.8,Plasma-A,7,7.06,0.54,4,0.74,1,4,yellow,80.1,0.662,Medium,1.66,8.3,8.3,165,115,left,True,0.74,50,right,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.558,Risky,Moderate danger or cost detected
2056,55.2,185.8,Fusion-B,1,6.69,0.23,0,0.17,4,5,green,72.7,0.118,Low,1.541,7.71,7.71,22,22,none,False,0.17,0,left,4,5,No threats detected,0.891,Excellent,Efficient and low-risk path
1582,53.5,241.0,Ion-A,3,6.14,0.86,0,0.07,3,1,green,14.6,0.273,Low,0.88,4.4,4.4,16,16,none,False,0.07,0,right,3,1,No threats detected,0.856,Excellent,Efficient and low-risk path
2057,49.1,190.7,Fusion-B,7,3.62,0.34,4,0.64,4,5,red,24.4,0.877,High,2.962,14.81,14.81,131,85,left,True,0.64,46,left,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.428,Risky,Moderate danger or cost detected
1775,57.8,278.0,Ion-A,1,4.27,0.63,0,0.97,1,5,yellow,37.3,0.405,Medium,1.039,5.19,5.19,40,40,none,False,0.97,0,right,1,5,No threats detected,0.796,Good,Safe with minor inefficiencies
2054,47.4,143.7,Ion-A,5,7.55,0.7,4,0.94,5,3,yellow,63.1,0.652,Medium,1.803,9.02,9.02,29,87,right,True,0.94,58,right,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.538,Risky,Moderate danger or cost detected
1672,43.2,166.7,Plasma-A,0,1.93,0.16,5,0.88,0,2,green,49.4,0.383,Low,2.865,14.33,14.33,110,55,left,True,0.88,55,right,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.61,Good,Safe with minor inefficiencies
1499,41.1,203.5,Ion-A,3,7.88,0.17,4,0.26,3,1,green,14.0,0.311,Low,1.568,7.84,7.84,269,299,right,True,0.26,30,left,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.746,Good,Safe with minor inefficiencies
1983,66.2,281.7,Plasma-A,2,3.78,0.32,4,0.28,5,4,yellow,56.4,0.372,Low,1.647,8.23,8.23,54,85,right,True,0.28,31,right,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.716,Good,Safe with minor inefficiencies
1766,45.3,274.2,Plasma-A,7,1.26,0.7,5,0.86,5,3,green,29.3,0.798,High,4.026,20.13,20.13,85,139,right,True,0.86,54,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.4,Risky,Moderate danger or cost detected
1963,59.0,296.0,Fusion-B,8,5.87,0.35,2,0.44,5,1,red,87.3,0.687,Medium,1.599,8.0,8.0,307,345,right,True,0.44,38,right,5,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.577,Risky,Moderate danger or cost detected
1760,67.9,168.3,Fusion-B,8,6.38,0.67,2,0.64,2,3,red,50.8,0.839,High,1.701,8.51,8.51,220,174,left,True,0.64,46,,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.494,Risky,Moderate danger or cost detected
2023,60.9,242.3,Ion-A,8,3.79,0.41,1,0.54,3,4,red,72.4,0.74,Medium,1.117,5.58,5.58,130,88,left,True,0.54,42,,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.566,Risky,Moderate danger or cost detected
1863,57.7,198.5,Fusion-B,6,3.34,0.37,0,0.0,5,0,yellow,73.4,0.398,Low,1.302,6.51,6.51,305,305,none,False,0.0,0,left,5,0,No threats detected,0.789,Good,Safe with minor inefficiencies
1930,73.9,195.0,Ion-A,4,5.22,0.11,0,0.92,2,1,green,85.2,0.331,Low,0.943,4.71,4.71,161,161,none,False,0.92,0,left,2,1,No threats detected,0.83,Excellent,Efficient and low-risk path
2190,59.1,141.5,Plasma-A,4,4.87,0.36,4,0.23,4,4,red,0.6,0.596,Medium,2.315,11.57,11.57,292,263,left,True,0.23,29,left,4,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.605,Good,Safe with minor inefficiencies
1496,54.9,205.9,Ion-A,7,6.04,0.46,2,0.16,1,1,yellow,66.3,0.511,Medium,0.951,4.75,4.75,187,213,right,True,0.16,26,right,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.7,Good,Safe with minor inefficiencies
1655,55.6,200.5,Ion-A,4,3.37,0.48,2,0.24,0,4,yellow,68.8,0.423,Medium,1.029,5.14,5.14,291,261,left,True,0.24,30,left,0,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.723,Good,Safe with minor inefficiencies
2151,76.4,269.2,Ion-A,5,7.16,0.36,3,0.74,1,3,red,72.8,0.638,Medium,1.328,6.64,6.64,359,309,left,True,0.74,50,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.581,Risky,Moderate danger or cost detected
1497,56.5,276.6,Plasma-A,4,2.64,0.36,0,0.64,5,4,yellow,55.6,0.468,Medium,1.684,8.42,8.42,40,40,none,False,0.64,0,left,5,4,No threats detected,0.745,Good,Safe with minor inefficiencies
