car_type,earth_weight_kg,space_weight_kg,thrust_kN,power_capacity_kWh,engine_class
Micro,913,1367,26.1,113.7,Ion-A
SUV,2196,3293,64.4,177.7,Fusion-C
Coupe,1209,1818,37.6,142.3,Ion-B
Sedan,1582,2368,50.3,162.5,Fusion-B
Micro,1088,1634,27.4,112.4,Ion-A
Sedan,1424,2131,51.7,184.3,Fusion-B
SUV,1939,2903,64.8,241.0,Fusion-C
SUV,2078,3118,67.8,222.8,Fusion-C
Sedan,1576,2373,49.4,154.1,Fusion-B
Micro,1042,1565,30.2,107.9,Ion-A
Coupe,1238,1864,44.1,114.1,Ion-B
Transport,2499,3741,92.0,267.6,Plasma-A
SUV,2057,3088,70.5,232.4,Fusion-C
Sedan,1586,2375,46.9,181.9,Fusion-B
Sedan,1415,2125,45.3,168.7,Fusion-B
SUV,1926,2895,54.7,235.1,Fusion-C
SUV,2046,3071,69.0,247.0,Fusion-C
SUV,2105,3159,56.7,236.2,Fusion-C
Sedan,1438,2149,60.5,176.3,Fusion-B
Coupe,1357,2041,38.0,127.5,Ion-B
Coupe,1275,1920,41.7,141.3,Ion-B
Sedan,1576,2364,59.1,174.9,Fusion-B
Coupe,1269,1908,38.5,103.3,Ion-B
Sedan,1398,2092,42.5,182.5280644481887,Fusion-B
Sedan,1593,2395,58.2,185.1,Fusion-B
Transport,2381,3565,79.3,182.5280644481887,Plasma-A
Micro,904,1351,23.9,117.6,Ion-A
Coupe,1234,1843,31.3,121.1,Ion-B
Micro,963,1444,27.4,97.2,Ion-A
SUV,2157,3236,67.0,189.3,Fusion-C
Micro,986,1479,26.6,114.8,Ion-A
Coupe,1256,1889,38.6,132.6,Ion-B
SUV,1821,2726,67.2,193.4,Fusion-C
SUV,1895,2833,73.0,212.4,Fusion-C
Coupe,1240,1870,29.3,122.6,Ion-B
Coupe,1393,2085,34.7,138.0,Ion-B
Transport,2609,3916,86.0,358.2,Plasma-A
Micro,941,1403,31.2,100.4,Ion-A
Micro,967,1458,22.5,82.6,Ion-A
Coupe,1353,2022,30.1,100.8,Ion-B
Micro,918,1379,32.8,101.4,Ion-A
Micro,1045,1574,32.6,104.1,Ion-A
Micro,971,1453,21.6,113.9,Ion-A
Sedan,1457,2191,56.4,176.8,Fusion-B
Sedan,1542,2316,40.9,178.6,Fusion-B
SUV,2084,3133,67.0,228.2,Fusion-C
SUV,1909,2859,67.0,182.5280644481887,Fusion-C
Micro,1068,1594,25.9,124.3,Ion-A
Micro,965,1443,28.5,108.3,Ion-A
Coupe,1288,1936,37.6,94.3,Ion-B
Transport,2351,3517,118.8,329.8,Plasma-A
Transport,2410,3605,95.1,262.3,Plasma-A
Micro,984,1475,24.7,96.6,Ion-A
Coupe,1290,1939,38.0,92.2,Ion-B
Transport,2315,3468,99.9,272.4,Plasma-A
Transport,2312,3466,101.1,281.1,Plasma-A
Coupe,1257,1891,31.6,103.1,Ion-B
SUV,2125,3187,58.3,221.6,Fusion-C
Transport,2298,3446,117.7,248.9,Plasma-A
Sedan,1546,2317,41.5,175.0,Fusion-B
Coupe,1335,1994,39.6,182.5280644481887,Ion-B
SUV,1858,2781,74.2,194.5,Fusion-C
SUV,2142,3206,72.3,232.8,Fusion-C
Micro,1079,1613,28.1,114.6,Ion-A
SUV,2124,3181,62.7,236.2,Fusion-C
Transport,2687,4026,97.7,267.7,Plasma-A
Micro,953,1431,30.7,116.5,Ion-A
SUV,2047,3069,69.3,269.2,Fusion-C
Micro,993,1486,27.4,96.7,Ion-A
Sedan,1529,2286,56.7,150.9,Fusion-B
Transport,2496,3737,83.9,344.8,Plasma-A
Micro,1018,1525,25.5,91.8,Ion-A
Sedan,1453,2189,51.1,178.6,Fusion-B
SUV,2181,3281,59.1,213.3,Fusion-C
Coupe,1403,2114,45.9,156.9,Ion-B
Micro,1033,1541,28.3,118.5,Ion-A
Coupe,1231,1849,31.9,102.5,Ion-B
SUV,1979,2970,73.1,182.5280644481887,Fusion-C
Coupe,1285,1922,39.1,126.3,Ion-B
Coupe,1364,2047,38.5,143.7,Ion-B
Transport,2491,3744,84.5,352.0,Plasma-A
Transport,2744,4115,97.7,315.5,Plasma-A
Coupe,1339,2002,35.0,119.0,Ion-B
Coupe,1247,1878,35.5,150.4,Ion-B
Sedan,1539,2302,43.9,188.7,Fusion-B
Micro,1068,1609,19.7,114.2,Ion-A
Micro,940,1418,27.4,104.6,Ion-A
Coupe,1313,1966,44.9,101.0,Ion-B
SUV,2099,3143,67.7,247.0,Fusion-C
Transport,2662,3992,110.5,314.2,Plasma-A
Micro,1038,1561,33.7,92.6,Ion-A
Micro,1063,1595,31.1,108.0,Ion-A
Sedan,1418,2125,43.2,194.8,Fusion-B
Coupe,1318,1980,37.4,138.7,Ion-B
Micro,1025,1534,27.2,90.7,Ion-A
Micro,982,1472,26.1,117.9,Ion-A
SUV,2009,3023,79.4,194.9,Fusion-C
SUV,1895,2841,67.0,193.4,Fusion-C
Micro,1094,1638,32.3,90.9,Ion-A
Transport,2628,3952,101.7,301.0,Plasma-A
Coupe,1327,1988,32.2,119.8,Ion-B
Micro,1009,1507,22.0,101.8,Ion-A
Sedan,1542,2308,50.9,192.5,Fusion-B
Sedan,1423,2141,55.0,182.5280644481887,Fusion-B
SUV,2173,3258,65.7,244.3,Fusion-C
Sedan,1529,2296,53.2,161.6,Fusion-B
SUV,2185,3280,67.0,233.1,Fusion-C
Transport,2503,3750,115.5,271.9,Plasma-A
Sedan,1478,2226,49.6,182.5280644481887,Fusion-B
Transport,2284,3417,97.1,364.2,Plasma-A
SUV,2050,3069,77.6,194.0,Fusion-C
SUV,2177,3260,69.2,212.0,Fusion-C
Sedan,1592,2383,57.3,180.1,Fusion-B
Sedan,1424,2139,53.2,143.1,Fusion-B
Micro,1099,1656,31.0,121.1,Ion-A
Transport,2419,3623,93.6,278.1,Plasma-A
SUV,2070,3109,61.6,235.3,Fusion-C
Micro,904,1355,21.6,108.7,Ion-A
Transport,2566,3857,86.7,349.4,Plasma-A
Micro,1059,1588,25.1,103.5,Ion-A
Sedan,1458,2178,49.1,185.8,Fusion-B
Micro,932,1401,20.1,74.4,Ion-A
Sedan,1499,2245,50.5,173.4,Fusion-B
Micro,987,1477,26.6,98.2,Ion-A
SUV,1910,2862,61.4,257.1,Fusion-C
Sedan,1492,2241,42.0,151.1,Fusion-B
Sedan,1437,2161,50.1,178.9,Fusion-B
SUV,2069,3101,73.8,201.1,Fusion-C
Sedan,1567,2343,45.1,132.8,Fusion-B
Sedan,1474,2209,43.4,151.2,Fusion-B
Coupe,1291,1927,43.1,142.3,Ion-B
Micro,1010,1514,27.3,80.2,Ion-A
Transport,2604,3916,118.7,270.0,Plasma-A
Transport,2248,3368,78.8,346.6,Plasma-A
Micro,1038,1558,24.3,79.5,Ion-A
Coupe,1330,1992,40.3,145.2,Ion-B
SUV,2085,3130,64.3,249.2,Fusion-C
Sedan,1484,2234,40.3,147.1,Fusion-B
Transport,2520,3785,115.4,355.4,Plasma-A
Transport,2697,4048,98.5,182.5280644481887,Plasma-A
Sedan,1534,2291,56.9,162.1,Fusion-B
Micro,1068,1607,25.4,108.0,Ion-A
Sedan,1543,2323,54.4,189.4,Fusion-B
Transport,2789,4188,92.4,305.7,Plasma-A
Transport,2403,3609,75.9,284.2,Plasma-A
Sedan,1451,2169,49.7,172.9,Fusion-B
Micro,934,1408,27.4,85.5,Ion-A
Micro,1000,1496,29.6,113.9,Ion-A
Transport,2714,4062,105.8,323.1,Plasma-A
Sedan,1585,2378,42.1,172.7,Fusion-B
Micro,975,1461,30.5,98.3,Ion-A
Coupe,1370,2052,38.0,119.4,Ion-B
Transport,2413,3616,81.2,289.7,Plasma-A
Sedan,1598,2398,42.4,173.2,Fusion-B
Micro,1032,1541,22.1,94.0,Ion-A
Transport,2559,3841,81.2,257.0,Plasma-A
Micro,1094,1646,22.5,98.1,Ion-A
Coupe,1278,1908,37.6,103.8,Ion-B
Coupe,1200,1807,37.6,110.4,Ion-B
Sedan,1512,2278,59.4,182.5280644481887,Fusion-B
SUV,1803,2710,58.7,262.3,Fusion-C
Sedan,1580,2376,55.0,145.3,Fusion-B
SUV,2117,3180,67.0,191.6,Fusion-C
Coupe,1219,1833,30.2,114.2,Ion-B
Micro,983,1468,34.8,99.4,Ion-A
Micro,1014,1512,28.8,92.3,Ion-A
Coupe,1343,2018,41.7,130.6,Ion-B
Micro,1002,1499,26.3,74.2,Ion-A
Transport,2558,3836,103.9,303.1,Plasma-A
Micro,960,1441,27.7,98.2,Ion-A
Micro,941,1402,25.3,100.7,Ion-A
Sedan,1434,2149,56.2,187.8,Fusion-B
Micro,1089,1632,27.4,86.8,Ion-A
Transport,2540,3804,102.9,292.7,Plasma-A
Coupe,1283,1921,31.8,106.0,Ion-B
SUV,1819,2738,65.4,220.9,Fusion-C
Sedan,1396,2097,46.0,169.9,Fusion-B
Sedan,1445,2166,57.2,181.3,Fusion-B
Coupe,1270,1901,40.7,112.3,Ion-B
Transport,2212,3326,115.3,324.7,Plasma-A
Transport,2517,3777,93.8,277.6,Plasma-A
Transport,2348,3529,83.6,331.6,Plasma-A
SUV,1845,2774,67.0,255.0,Fusion-C
Transport,2761,4139,118.3,359.2,Plasma-A
Micro,959,1435,29.7,103.3,Ion-A
Coupe,1223,1828,33.1,109.3,Ion-B
Transport,2379,3575,101.7,252.0,Plasma-A
Coupe,1223,1828,31.6,147.2,Ion-B
Coupe,1301,1958,40.5,136.2,Ion-B
SUV,1805,2704,69.7,191.3,Fusion-C
Sedan,1567,2356,41.7,151.4,Fusion-B
Transport,2731,4103,85.4,288.2,Plasma-A
Transport,2388,3572,102.0,328.0,Plasma-A
Sedan,1404,2111,45.2,179.4,Fusion-B
Micro,1061,1601,30.4,85.5,Ion-A
Coupe,1362,2050,38.1,133.0,Ion-B
Sedan,1476,2210,55.5,156.5,Fusion-B
SUV,2120,3182,69.4,253.2,Fusion-C
Coupe,1261,1896,35.3,109.3,Ion-B
Micro,1095,1640,32.2,104.0,Ion-A
Transport,2785,4182,77.6,282.0,Plasma-A
Sedan,1466,2197,41.2,186.7,Fusion-B
SUV,2017,3031,74.0,209.3,Fusion-C
Transport,2369,3550,101.2,250.3,Plasma-A
Transport,2417,3630,90.2,262.6,Plasma-A
Transport,2526,3793,97.7,256.5,Plasma-A
Transport,2655,3988,76.8,271.7,Plasma-A
SUV,1989,2990,57.6,215.8,Fusion-C
SUV,2005,3001,75.8,219.8,Fusion-C
Micro,974,1463,22.7,101.7,Ion-A
Coupe,1283,1918,40.8,116.0,Ion-B
SUV,2088,3136,75.2,197.4,Fusion-C
Sedan,1552,2337,57.1,185.0,Fusion-B
Micro,1015,1528,24.2,125.9,Ion-A
Sedan,1481,2224,51.2,167.3,Fusion-B
Sedan,1431,2147,51.6,145.7,Fusion-B
Transport,2609,3920,94.5,266.3,Plasma-A
Micro,1000,1509,27.4,88.0,Ion-A
Transport,2319,3476,86.9,340.9,Plasma-A
Micro,927,1390,35.1,104.1,Ion-A
Transport,2339,3500,109.0,309.4,Plasma-A
Coupe,1206,1814,36.5,130.0,Ion-B
Transport,2632,3945,105.2,316.3,Plasma-A
Sedan,1449,2175,47.6,146.1,Fusion-B
Micro,928,1388,22.5,119.1,Ion-A
Transport,2572,3861,114.7,254.2,Plasma-A
Transport,2758,4142,108.2,345.9,Plasma-A
Transport,2736,4103,116.6,280.3,Plasma-A
Sedan,1428,2139,43.1,188.9,Fusion-B
Coupe,1301,1959,35.9,130.1,Ion-B
Micro,1052,1584,23.6,74.6,Ion-A
Transport,2563,3840,105.3,314.1,Plasma-A
Transport,2730,4088,86.2,322.8,Plasma-A
Sedan,1504,2256,45.7,169.7,Fusion-B
Coupe,1367,2060,40.4,129.8,Ion-B
Micro,984,1484,32.6,99.4,Ion-A
Transport,2696,4042,118.7,250.6,Plasma-A
SUV,1901,2855,69.1,204.5,Fusion-C
Sedan,1531,2294,54.0,190.9,Fusion-B
Transport,2555,3837,79.7,182.5280644481887,Plasma-A
SUV,2178,3257,61.5,210.1,Fusion-C
Sedan,1502,2257,42.2,142.8,Fusion-B
Micro,1050,1566,24.9,99.3,Ion-A
Sedan,1577,2361,59.2,173.2,Fusion-B
SUV,2064,3094,75.1,191.8,Fusion-C
Coupe,1232,1839,35.8,182.5280644481887,Ion-B
SUV,1859,2785,74.5,201.0,Fusion-C
Coupe,1401,2104,33.3,103.6,Ion-B
Transport,2492,3737,87.6,312.4,Plasma-A
SUV,1928,2898,69.9,204.9,Fusion-C
Transport,2250,3385,96.7,330.3,Plasma-A
Transport,2683,4018,104.8,297.9,Plasma-A
Micro,1008,1505,26.6,74.6,Ion-A
Coupe,1270,1905,29.8,116.4,Ion-B
Coupe,1214,1826,41.5,182.5280644481887,Ion-B
Sedan,1402,2104,55.4,173.9,Fusion-B
Transport,2788,4175,112.5,332.0,Plasma-A
SUV,2007,3012,67.7,237.6,Fusion-C
Sedan,1548,2312,51.7,176.7,Fusion-B
Coupe,1396,2091,31.7,145.9,Ion-B
Sedan,1570,2360,54.7,177.5,Fusion-B
Transport,2213,3325,111.5,289.6,Plasma-A
SUV,1933,2892,60.7,258.7,Fusion-C
Micro,1099,1648,31.6,98.7,Ion-A
Sedan,1430,2152,47.5,198.9,Fusion-B
SUV,1834,2758,69.6,249.6,Fusion-C
SUV,1878,2819,64.9,182.5280644481887,Fusion-C
Sedan,1513,2272,47.5,158.5,Fusion-B
SUV,2110,3155,58.9,231.9,Fusion-C
SUV,2120,3176,57.4,225.4,Fusion-C
Transport,2498,3748,78.0,288.2,Plasma-A
Transport,2214,3314,118.4,239.7,Plasma-A
Micro,994,1481,21.6,106.4,Ion-A
Micro,964,1443,33.1,90.9,Ion-A
Micro,1020,1527,26.6,104.2,Ion-A
SUV,2014,3026,59.8,220.3,Fusion-C
Micro,928,1391,22.8,103.8,Ion-A
Transport,2800,4208,96.1,274.7,Plasma-A
Micro,1010,1513,22.8,101.1,Ion-A
Transport,2729,4088,112.3,300.2,Plasma-A
Sedan,1539,2308,50.5,142.9,Fusion-B
Transport,2257,3391,110.0,323.6,Plasma-A
SUV,2118,3169,62.9,247.3,Fusion-C
SUV,1838,2749,67.0,194.9,Fusion-C
SUV,2144,3216,57.9,179.9,Fusion-C
Sedan,1452,2178,43.3,148.3,Fusion-B
Transport,2673,4016,93.2,334.4,Plasma-A
SUV,1944,2912,60.3,229.5,Fusion-C
Sedan,1520,2271,52.9,152.1,Fusion-B
Coupe,1248,1869,44.9,155.0,Ion-B
Transport,2621,3939,95.1,332.5,Plasma-A
Transport,2392,3596,97.7,312.1,Plasma-A
SUV,2179,3277,60.9,220.4,Fusion-C
SUV,1872,2807,66.2,179.8,Fusion-C
Transport,2531,3806,87.8,268.0,Plasma-A
SUV,1846,2771,73.8,186.1,Fusion-C
SUV,1824,2729,59.1,254.4,Fusion-C
SUV,1818,2720,69.5,217.0,Fusion-C
Micro,983,1469,23.8,108.8,Ion-A
Coupe,1230,1836,37.0,121.5,Ion-B
Sedan,1581,2366,57.6,170.0,Fusion-B
Coupe,1200,1794,29.8,121.8,Ion-B
Coupe,1331,2001,36.2,129.6,Ion-B
SUV,1845,2764,67.0,253.9,Fusion-C
Coupe,1231,1837,36.3,130.7,Ion-B
SUV,2165,3245,77.6,243.4,Fusion-C
Micro,906,1355,26.4,119.4,Ion-A
Transport,2760,4149,97.6,320.9,Plasma-A
Coupe,1277,1921,31.0,114.8,Ion-B
Coupe,1307,1969,30.4,155.2,Ion-B
Micro,1042,1558,32.3,85.6,Ion-A
Coupe,1243,1858,40.2,120.9,Ion-B
SUV,1889,2839,59.8,226.0,Fusion-C
Micro,1006,1501,29.7,82.3,Ion-A
Transport,2354,3527,117.6,256.9,Plasma-A
Transport,2597,3887,87.0,255.4,Plasma-A
SUV,2162,3248,76.3,207.2,Fusion-C
SUV,2038,3049,58.2,245.1,Fusion-C
Coupe,1231,1848,31.5,139.4,Ion-B
Micro,989,1478,25.0,107.1,Ion-A
Sedan,1586,2380,43.4,169.2,Fusion-B
SUV,1909,2873,55.2,216.9,Fusion-C
Transport,2745,4124,112.1,282.7,Plasma-A
Sedan,1480,2224,46.7,202.8,Fusion-B
Micro,1024,1531,30.5,100.9,Ion-A
Transport,2545,3814,111.0,302.8,Plasma-A
Micro,956,1424,22.3,108.1,Ion-A
Micro,1012,1512,30.9,96.2,Ion-A
SUV,1826,2748,73.5,254.6,Fusion-C
Transport,2546,3819,84.3,354.9,Plasma-A
Coupe,1288,1936,43.2,152.9,Ion-B
SUV,1954,2931,67.0,191.0,Fusion-C
Coupe,1291,1934,41.3,127.7,Ion-B
Sedan,1549,2329,49.8,160.4,Fusion-B
Transport,2497,3737,106.3,268.2,Plasma-A
Transport,2653,3983,106.5,263.3,Plasma-A
Transport,2287,3436,78.5,322.4,Plasma-A
Coupe,1265,1889,44.1,114.5,Ion-B
Transport,2553,3821,100.2,248.8,Plasma-A
Coupe,1332,2007,40.9,129.6,Ion-B
Sedan,1553,2320,45.1,200.5,Fusion-B
Sedan,1537,2311,49.7,190.7,Fusion-B
Sedan,1523,2275,41.1,164.1,Fusion-B
Coupe,1357,2026,32.8,124.5,Ion-B
Coupe,1363,2039,35.9,146.1,Ion-B
Sedan,1595,2394,47.4,160.3,Fusion-B
Sedan,1527,2282,50.1,157.8,Fusion-B
Coupe,1383,2069,29.4,100.2,Ion-B
SUV,2155,3239,75.8,201.0,Fusion-C
Sedan,1562,2341,55.9,183.7,Fusion-B
Transport,2793,4195,112.9,319.5,Plasma-A
Micro,951,1422,24.1,88.4,Ion-A
Coupe,1318,1969,44.1,120.2,Ion-B
Micro,1053,1571,22.1,92.3,Ion-A
SUV,1821,2741,58.9,190.0,Fusion-C
Transport,2792,4179,82.1,244.2,Plasma-A
Micro,1069,1599,29.0,79.4,Ion-A
Sedan,1529,2295,41.5,180.3,Fusion-B
Micro,929,1391,26.4,100.7,Ion-A
Coupe,1236,1849,37.3,112.3,Ion-B
Micro,973,1464,32.3,75.9,Ion-A
Transport,2263,3402,117.2,345.1,Plasma-A
Sedan,1430,2142,57.3,182.5280644481887,Fusion-B
Coupe,1217,1818,44.0,110.4,Ion-B
Micro,1006,1508,22.0,106.0,Ion-A
Sedan,1514,2265,50.1,177.1,Fusion-B
SUV,2054,3075,71.8,196.7,Fusion-C
SUV,2057,3090,66.1,241.4,Fusion-C
Transport,2280,3412,92.2,313.1,Plasma-A
Transport,2608,3913,116.5,182.5280644481887,Plasma-A
Transport,2287,3428,113.9,343.2,Plasma-A
Transport,2551,3828,77.1,359.4,Plasma-A
SUV,2001,3003,68.6,234.1,Fusion-C
Transport,2620,3926,76.5,363.4,Plasma-A
SUV,2054,3072,67.0,238.4,Fusion-C
Sedan,1531,2296,59.3,188.5,Fusion-B
SUV,1935,2906,69.1,250.1,Fusion-C
Transport,2552,3825,98.2,257.1,Plasma-A
SUV,1964,2941,80.7,204.0,Fusion-C
Coupe,1314,1974,37.2,135.8,Ion-B
Transport,2500,3741,82.8,250.0,Plasma-A
SUV,1979,2978,78.9,230.4,Fusion-C
Micro,1086,1639,31.8,87.6,Ion-A
Sedan,1527,2285,59.3,157.1,Fusion-B
Coupe,1255,1885,39.1,182.5280644481887,Ion-B
SUV,2059,3095,58.9,199.6,Fusion-C
Coupe,1218,1825,29.5,146.1,Ion-B
SUV,2015,3026,71.2,261.9,Fusion-C
Sedan,1585,2382,40.1,159.2,Fusion-B
SUV,2068,3109,78.3,221.2,Fusion-C
SUV,2056,3083,65.5,212.5,Fusion-C
SUV,2144,3214,67.0,237.8,Fusion-C
Micro,921,1385,21.4,121.9,Ion-A
SUV,1895,2843,57.4,255.1,Fusion-C
Sedan,1497,2249,52.6,182.5280644481887,Fusion-B
SUV,2038,3067,75.2,198.1,Fusion-C
SUV,1997,2990,55.3,194.5,Fusion-C
Transport,2784,4183,104.9,297.3,Plasma-A
Micro,1082,1631,21.8,96.5,Ion-A
Transport,2525,3785,112.1,248.6,Plasma-A
Sedan,1398,2097,49.9,178.1,Fusion-B
Sedan,1411,2123,51.7,163.9,Fusion-B
Coupe,1310,1972,43.3,114.6,Ion-B
SUV,2083,3127,64.2,246.7,Fusion-C
Micro,955,1427,33.9,119.1,Ion-A
Coupe,1215,1826,45.1,104.2,Ion-B
Micro,1041,1564,28.6,72.3,Ion-A
Transport,2499,3743,113.3,282.2,Plasma-A
Coupe,1344,2010,35.7,135.4,Ion-B
Sedan,1569,2360,43.9,144.0,Fusion-B
SUV,1881,2824,73.8,181.6,Fusion-C
SUV,2060,3082,57.3,253.6,Fusion-C
SUV,2171,3256,73.6,186.0,Fusion-C
Coupe,1383,2074,33.8,127.2,Ion-B
Transport,2742,4122,93.0,303.8,Plasma-A
Sedan,1483,2217,50.1,184.0,Fusion-B
Transport,2458,3678,94.8,315.4,Plasma-A
Coupe,1380,2074,42.5,121.9,Ion-B
Transport,2718,4068,116.3,284.9,Plasma-A
Micro,949,1415,33.4,118.0,Ion-A
Coupe,1247,1868,36.5,104.1,Ion-B
SUV,2140,3213,54.6,197.2,Fusion-C
Transport,2278,3420,115.4,182.5280644481887,Plasma-A
Transport,2343,3520,92.7,270.6,Plasma-A
Transport,2631,3939,121.5,317.5,Plasma-A
Transport,2546,3816,106.9,269.4,Plasma-A
Sedan,1563,2351,58.4,175.4,Fusion-B
SUV,1985,2979,78.3,205.2,Fusion-C
Micro,1085,1628,21.3,105.6,Ion-A
Micro,935,1397,29.8,116.7,Ion-A
Coupe,1247,1870,40.9,139.3,Ion-B
Micro,915,1381,31.3,113.9,Ion-A
Transport,2673,4015,77.6,296.0,Plasma-A
Transport,2747,4118,82.2,269.5,Plasma-A
Micro,989,1482,22.2,97.9,Ion-A
Sedan,1452,2182,60.1,141.6,Fusion-B
Sedan,1441,2169,56.2,162.2,Fusion-B
Sedan,1400,2091,56.3,176.2,Fusion-B
Sedan,1516,2270,42.9,150.5,Fusion-B
SUV,1988,2990,72.7,240.7,Fusion-C
Sedan,1509,2257,50.1,148.5,Fusion-B
Sedan,1445,2176,54.4,155.9,Fusion-B
Transport,2556,3832,98.6,290.5,Plasma-A
Micro,1017,1535,30.9,113.0,Ion-A
Micro,919,1379,19.8,77.7,Ion-A
Micro,962,1443,32.5,102.0,Ion-A
Transport,2367,3552,97.7,243.2,Plasma-A
Sedan,1425,2144,55.8,181.9,Fusion-B
Coupe,1295,1938,32.8,135.1,Ion-B
Coupe,1284,1920,37.6,136.7,Ion-B
Coupe,1342,2018,39.6,119.1,Ion-B
Sedan,1566,2340,46.0,189.1,Fusion-B
Micro,955,1435,32.4,89.4,Ion-A
Sedan,1443,2165,58.5,160.6,Fusion-B
SUV,2026,3046,70.9,185.4,Fusion-C
Coupe,1331,1992,39.4,139.6,Ion-B
Transport,2469,3695,78.4,272.7,Plasma-A
SUV,1830,2740,69.2,253.5,Fusion-C
Coupe,1376,2063,39.0,136.8,Ion-B
Transport,2681,4015,80.6,334.1,Plasma-A
Sedan,1499,2240,50.1,190.5,Fusion-B
Micro,1043,1556,21.2,111.4,Ion-A
Coupe,1317,1982,44.0,182.5280644481887,Ion-B
Micro,925,1395,33.1,112.3,Ion-A
Micro,968,1446,23.3,90.6,Ion-A
Sedan,1469,2204,50.1,173.1,Fusion-B
Coupe,1303,1959,29.9,109.7,Ion-B
Coupe,1232,1852,43.8,132.9,Ion-B
Transport,2562,3848,118.0,257.9,Plasma-A
Coupe,1364,2045,36.6,129.4,Ion-B
SUV,1975,2960,68.7,249.9,Fusion-C
SUV,2120,3177,79.7,195.5,Fusion-C
Sedan,1467,2203,44.2,152.4,Fusion-B
Micro,1064,1598,36.1,107.8,Ion-A
Sedan,1558,2345,41.4,158.6,Fusion-B
Sedan,1457,2177,52.8,182.5280644481887,Fusion-B
SUV,1858,2777,60.2,246.6,Fusion-C
Sedan,1589,2381,58.5,149.7,Fusion-B
Micro,918,1376,30.6,100.6,Ion-A
Micro,1029,1546,29.4,106.9,Ion-A
SUV,1964,2954,69.7,191.5,Fusion-C
Sedan,1491,2246,60.1,141.9,Fusion-B
Micro,1052,1572,25.8,98.9,Ion-A
Micro,920,1371,29.9,110.6,Ion-A
Coupe,1223,1830,38.2,151.6,Ion-B
Micro,1073,1613,25.9,80.0,Ion-A
Coupe,1371,2058,37.6,147.2,Ion-B
Micro,902,1348,30.5,85.3,Ion-A
Coupe,1257,1882,35.6,153.9,Ion-B
Micro,1061,1599,25.8,119.6,Ion-A
Micro,1043,1573,35.0,120.1,Ion-A
SUV,2176,3272,62.2,198.1,Fusion-C
Coupe,1254,1889,38.4,111.0,Ion-B
Micro,921,1380,27.4,91.2,Ion-A
Micro,948,1424,33.7,101.5,Ion-A
Micro,938,1411,25.1,84.7,Ion-A
Transport,2241,3354,107.2,291.5,Plasma-A
Micro,964,1443,25.7,96.5,Ion-A
Transport,2798,4189,114.4,252.6,Plasma-A
Coupe,1391,2077,34.7,131.5,Ion-B
Sedan,1501,2244,39.4,148.8,Fusion-B
Sedan,1541,2305,54.1,190.1,Fusion-B
SUV,2133,3190,60.8,193.4,Fusion-C
Micro,1055,1586,33.0,112.8,Ion-A
Coupe,1262,1883,35.2,118.9,Ion-B
Transport,2393,3590,99.0,317.6,Plasma-A
Micro,1101,1646,31.9,96.5,Ion-A
Transport,2235,3358,103.7,274.7,Plasma-A
SUV,1846,2761,69.6,226.8,Fusion-C
Transport,2645,3977,106.4,319.8,Plasma-A
Coupe,1391,2088,33.7,144.6,Ion-B
Micro,1097,1650,31.7,93.3,Ion-A
Coupe,1303,1948,35.4,122.9,Ion-B
SUV,1887,2837,77.4,202.2,Fusion-C
Transport,2354,3532,107.2,288.0,Plasma-A
Sedan,1587,2373,51.3,190.2,Fusion-B
Micro,930,1386,25.8,100.1,Ion-A
SUV,2072,3116,56.4,231.3,Fusion-C
Micro,927,1396,25.7,102.0,Ion-A
SUV,1815,2714,71.6,185.9,Fusion-C
Transport,2707,4051,89.2,350.7,Plasma-A
Micro,1054,1589,27.4,96.3,Ion-A
SUV,2092,3141,61.2,248.7,Fusion-C
Coupe,1280,1923,37.6,121.5,Ion-B
Micro,948,1415,30.1,182.5280644481887,Ion-A
Micro,1017,1522,27.2,96.4,Ion-A
Coupe,1322,1986,35.2,113.5,Ion-B
Coupe,1222,1839,43.3,135.8,Ion-B
Coupe,1240,1856,33.5,120.8,Ion-B
Coupe,1331,1995,39.9,96.7,Ion-B
Transport,2473,3710,99.3,252.5,Plasma-A
Sedan,1450,2171,55.3,147.4,Fusion-B
Coupe,1333,1990,44.1,138.6,Ion-B
Sedan,1421,2141,49.4,182.8,Fusion-B
Sedan,1585,2377,50.1,196.6,Fusion-B
Sedan,1583,2381,49.8,195.9,Fusion-B
Sedan,1463,2195,44.0,165.2,Fusion-B
Micro,1051,1571,30.9,106.9,Ion-A
Micro,1058,1583,27.9,98.8,Ion-A
Coupe,1369,2057,28.6,147.2,Ion-B
Coupe,1239,1864,44.0,158.3,Ion-B
Micro,1036,1546,22.7,99.4,Ion-A
Sedan,1599,2407,55.0,146.4,Fusion-B
Sedan,1467,2205,48.6,174.4,Fusion-B
SUV,1860,2793,79.2,203.3,Fusion-C
Coupe,1402,2106,43.0,126.1,Ion-B
Transport,2205,3303,94.8,349.5,Plasma-A
Micro,933,1403,21.8,80.0,Ion-A
SUV,2011,3010,67.0,192.8,Fusion-C
Coupe,1342,2022,42.8,119.1,Ion-B
Micro,1094,1638,18.9,117.8,Ion-A
SUV,1966,2958,77.0,237.9,Fusion-C
Sedan,1574,2356,47.7,138.6,Fusion-B
SUV,1956,2924,67.9,182.5280644481887,Fusion-C
SUV,2039,3065,67.7,231.9,Fusion-C
Transport,2671,3998,78.6,260.6,Plasma-A
SUV,1895,2844,56.8,230.7,Fusion-C
